level,name,year,substance,count,share
towns,New Britain,2014,fentanyl,240,0.5
towns,New Britain,2014,heroin,240,0.5
towns,New Britain,2014,cocaine,240,0.5
towns,New Britain,2014,amphet,240,0.5
towns,New Britain,2015,all,1088,NA
towns,New Britain,2015,opioid,544,0.5
towns,New Britain,2015,fentanyl,544,0.5
towns,New Britain,2015,heroin,544,0.5
towns,New Britain,2015,cocaine,544,0.5
towns,New Britain,2015,amphet,544,0.5
towns,New Britain,2016,all,1120,NA
towns,New Britain,2016,opioid,560,0.5
towns,New Britain,2016,fentanyl,560,0.5
towns,New Britain,2016,heroin,560,0.5
towns,New Britain,2016,cocaine,560,0.5
towns,New Britain,2016,amphet,560,0.5
towns,New Britain,2017,all,1152,NA
towns,New Britain,2017,opioid,576,0.5
towns,New Britain,2017,fentanyl,576,0.5
towns,New Britain,2017,heroin,576,0.5
towns,New Britain,2017,cocaine,576,0.5
towns,New Britain,2017,amphet,576,0.5
towns,New Britain,2018,all,1376,NA
towns,New Britain,2018,opioid,688,0.5
towns,New Britain,2018,fentanyl,688,0.5
towns,New Britain,2018,heroin,688,0.5
towns,New Britain,2018,cocaine,688,0.5
towns,New Britain,2018,amphet,688,0.5
towns,New Britain,2019,all,1184,NA
towns,New Britain,2019,opioid,592,0.5
towns,New Britain,2019,fentanyl,592,0.5
towns,New Britain,2019,heroin,592,0.5
towns,New Britain,2019,cocaine,592,0.5
towns,New Britain,2019,amphet,592,0.5
towns,New Britain,2020,all,1376,NA
towns,New Britain,2020,opioid,688,0.5
towns,New Britain,2020,fentanyl,688,0.5
towns,New Britain,2020,heroin,688,0.5
towns,New Britain,2020,cocaine,688,0.5
towns,New Britain,2020,amphet,688,0.5
towns,New Haven,2012,all,640,NA
towns,New Haven,2012,opioid,320,0.5
towns,New Haven,2012,fentanyl,320,0.5
towns,New Haven,2012,heroin,320,0.5
towns,New Haven,2012,cocaine,320,0.5
towns,New Haven,2012,amphet,320,0.5
towns,New Haven,2013,all,864,NA
towns,New Haven,2013,opioid,432,0.5
towns,New Haven,2013,fentanyl,432,0.5
towns,New Haven,2013,heroin,432,0.5
towns,New Haven,2013,cocaine,432,0.5
towns,New Haven,2013,amphet,432,0.5
towns,New Haven,2014,all,800,NA
towns,New Haven,2014,opioid,400,0.5
towns,New Haven,2014,fentanyl,400,0.5
towns,New Haven,2014,heroin,400,0.5
towns,New Haven,2014,cocaine,400,0.5
towns,New Haven,2014,amphet,400,0.5
towns,New Haven,2015,all,864,NA
towns,New Haven,2015,opioid,432,0.5
towns,New Haven,2015,fentanyl,432,0.5
towns,New Haven,2015,heroin,432,0.5
towns,New Haven,2015,cocaine,432,0.5
towns,New Haven,2015,amphet,432,0.5
towns,New Haven,2016,all,1504,NA
towns,New Haven,2016,opioid,752,0.5
towns,New Haven,2016,fentanyl,752,0.5
towns,New Haven,2016,heroin,752,0.5
towns,New Haven,2016,cocaine,752,0.5
towns,New Haven,2016,amphet,752,0.5
towns,New Haven,2017,all,1280,NA
towns,New Haven,2017,opioid,640,0.5
towns,New Haven,2017,fentanyl,640,0.5
towns,New Haven,2017,heroin,640,0.5
towns,New Haven,2017,cocaine,640,0.5
towns,New Haven,2017,amphet,640,0.5
towns,New Haven,2018,all,1280,NA
towns,New Haven,2018,opioid,640,0.5
towns,New Haven,2018,fentanyl,640,0.5
towns,New Haven,2018,heroin,640,0.5
towns,New Haven,2018,cocaine,640,0.5
towns,New Haven,2018,amphet,640,0.5
towns,New Haven,2019,all,1824,NA
towns,New Haven,2019,opioid,912,0.5
towns,New Haven,2019,fentanyl,912,0.5
towns,New Haven,2019,heroin,912,0.5
towns,New Haven,2019,cocaine,912,0.5
towns,New Haven,2019,amphet,912,0.5
towns,New Haven,2020,all,2880,NA
towns,New Haven,2020,opioid,1440,0.5
towns,New Haven,2020,fentanyl,1440,0.5
towns,New Haven,2020,heroin,1440,0.5
towns,New Haven,2020,cocaine,1440,0.5
towns,New Haven,2020,amphet,1440,0.5
towns,Waterbury,2012,all,576,NA
towns,Waterbury,2012,opioid,288,0.5
towns,Waterbury,2012,fentanyl,288,0.5
towns,Waterbury,2012,heroin,288,0.5
towns,Waterbury,2012,cocaine,288,0.5
towns,Waterbury,2012,amphet,288,0.5
towns,Waterbury,2013,all,832,NA
towns,Waterbury,2013,opioid,416,0.5
towns,Waterbury,2013,fentanyl,416,0.5
towns,Waterbury,2013,heroin,416,0.5
towns,Waterbury,2013,cocaine,416,0.5
towns,Waterbury,2013,amphet,416,0.5
towns,Waterbury,2014,all,960,NA
towns,Waterbury,2014,opioid,480,0.5
towns,Waterbury,2014,fentanyl,480,0.5
towns,Waterbury,2014,heroin,480,0.5
towns,Waterbury,2014,cocaine,480,0.5
towns,Waterbury,2014,amphet,480,0.5
towns,Waterbury,2015,all,1408,NA
towns,Waterbury,2015,opioid,704,0.5
towns,Waterbury,2015,fentanyl,704,0.5
towns,Waterbury,2015,heroin,704,0.5
towns,Waterbury,2015,cocaine,704,0.5
towns,Waterbury,2015,amphet,704,0.5
towns,Waterbury,2016,all,1056,NA
towns,Waterbury,2016,opioid,528,0.5
towns,Waterbury,2016,fentanyl,528,0.5
towns,Waterbury,2016,heroin,528,0.5
towns,Waterbury,2016,cocaine,528,0.5
towns,Waterbury,2016,amphet,528,0.5
towns,Waterbury,2017,all,1408,NA
towns,Waterbury,2017,opioid,704,0.5
towns,Waterbury,2017,fentanyl,704,0.5
towns,Waterbury,2017,heroin,704,0.5
towns,Waterbury,2017,cocaine,704,0.5
towns,Waterbury,2017,amphet,704,0.5
towns,Waterbury,2018,all,2144,NA
towns,Waterbury,2018,opioid,1072,0.5
towns,Waterbury,2018,fentanyl,1072,0.5
towns,Waterbury,2018,heroin,1072,0.5
towns,Waterbury,2018,cocaine,1072,0.5
towns,Waterbury,2018,amphet,1072,0.5
towns,Waterbury,2019,all,2816,NA
towns,Waterbury,2019,opioid,1408,0.5
towns,Waterbury,2019,fentanyl,1408,0.5
towns,Waterbury,2019,heroin,1408,0.5
towns,Waterbury,2019,cocaine,1408,0.5
towns,Waterbury,2019,amphet,1408,0.5
towns,Waterbury,2020,all,2752,NA
towns,Waterbury,2020,opioid,1376,0.5
towns,Waterbury,2020,fentanyl,1376,0.5
towns,Waterbury,2020,heroin,1376,0.5
towns,Waterbury,2020,cocaine,1376,0.5
towns,Waterbury,2020,amphet,1376,0.5
